Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  3056      12460.96       0.000000     0.018690     0.000349     0.108234
  3057      12467.14       0.000000     0.017256     0.000298     0.092268
  3058      12473.45       0.000000     0.016980     0.000288     0.089337
  3059      12479.64       0.000000     0.016856     0.000284     0.088038
  3060      12486.09       0.000000     0.017568     0.000309     0.095634
  3061      12492.19       0.000000     0.018901     0.000357     0.110694
  3062      12498.51       0.000000     0.019158     0.000367     0.113722
  3063      12504.44       0.000000     0.019049     0.000363     0.112433
  3064      12510.87       0.000000     0.019046     0.000363     0.112401
  3065      12516.78       0.000000     0.021607     0.000467     0.144661
  3066      12523.04       0.000000     0.019176     0.000368     0.113940
  3067      12529.34       0.000000     0.018429     0.000340     0.105232
  3068      12535.84       0.000000     0.019001     0.000361     0.111869
  3069      12542.26       0.000000     0.028720     0.000825     0.255589
  3070      12547.20       0.000000     0.027251     0.000743     0.230105
  3071      12553.50       0.000000     0.018704     0.000350     0.108398
  3072      12559.95       0.000000     0.017220     0.000297     0.091880
  3073      12566.22       0.000000     0.016296     0.000266     0.082286
  3074      12572.70       0.000000     0.014998     0.000225     0.069704
  3075      12579.14       0.000000     0.014411     0.000208     0.064351
  3076      12585.95       0.000000     0.016334     0.000267     0.082669
  3077      12592.15       0.000000     0.019963     0.000399     0.123484
  3078      12598.32       0.000000     0.023108     0.000534     0.165451
  3079      12603.96       0.000000     0.025095     0.000630     0.195135
  3080      12610.31       0.000000     0.021836     0.000477     0.147746
  3081      12616.52       0.000000     0.022622     0.000512     0.158572
  3082      12622.53       0.000000     0.022920     0.000525     0.162775
  3083      12628.93       0.000000     0.021195     0.000449     0.139199
  3084      12635.55       0.000000     0.021995     0.000484     0.149907
  3085      12642.12       0.000000     0.030699     0.000942     0.292012
  3086      12647.56       0.000000     0.042580     0.001813     0.561780
  3087      12653.03       0.000000     0.040645     0.001652     0.511888
  3088      12658.74       0.000000     0.029544     0.000873     0.270463
  3089      12665.20       0.000000     0.024104     0.000581     0.180033
  3090      12671.71       0.000000     0.021503     0.000462     0.143273
  3091      12678.09       0.000000     0.022255     0.000495     0.153469
  3092      12684.31       0.000000     0.023644     0.000559     0.173219
  3093      12690.04       0.000000     0.024882     0.000619     0.191844
  3094      12696.22       0.000000     0.019846     0.000394     0.122048
  3095      12702.62       0.000000     0.017162     0.000295     0.091266
  3096      12709.01       0.000000     0.016322     0.000266     0.082545
  3097      12715.47       0.000000     0.015468     0.000239     0.074137
  3098      12721.82       0.000000     0.015073     0.000227     0.070395
  3099      12728.26       0.000000     0.015590     0.000243     0.075311
  3100      12734.46       0.000000     0.014856     0.000221     0.068382
  3101      12740.95       0.000000     0.014669     0.000215     0.066675
  3102      12747.26       0.000000     0.014768     0.000218     0.067579
  3103      12753.83       0.000000     0.015175     0.000230     0.071357
  3104      12760.16       0.000000     0.016558     0.000274     0.084955
  3105      12766.61       0.000000     0.018212     0.000332     0.102774
  3106      12773.00       0.000000     0.021731     0.000472     0.146329
  3107      12779.00       0.000000     0.024172     0.000584     0.181052
  3108      12785.02       0.000000     0.025240     0.000637     0.197401
  3109      12791.19       0.000000     0.025900     0.000671     0.207849
  3110      12797.48       0.000000     0.025962     0.000674     0.208850
  3111      12803.43       0.000000     0.026675     0.000712     0.220483
  3112      12809.75       0.000000     0.026727     0.000714     0.221349
  3113      12815.71       0.000000     0.027011     0.000730     0.226073
  3114      12821.97       0.000000     0.026748     0.000715     0.221692
  3115      12827.91       0.000000     0.024584     0.000604     0.187277
  3116      12834.12       0.000000     0.023302     0.000543     0.168245
  3117      12840.44       0.000000     0.020849     0.000435     0.134690
  3118      12846.74       0.000000     0.018798     0.000353     0.109491
  3119      12853.17       0.000000     0.017811     0.000317     0.098293
  3120      12859.81       0.000000     0.018514     0.000343     0.106207
  3121      12866.39       0.000000     0.020430     0.000417     0.129326
  3122      12872.27       0.000000     0.025632     0.000657     0.203583
  3123      12878.04       0.000000     0.023361     0.000546     0.169099
  3124      12884.38       0.000000     0.019897     0.000396     0.122664
  3125      12890.65       0.000000     0.019856     0.000394     0.122166
  3126      12896.80       0.000000     0.017013     0.000289     0.089689
  3127      12903.43       0.000000     0.015992     0.000256     0.079248
  3128      12909.81       0.000000     0.015889     0.000252     0.078228
  3129      12916.30       0.000000     0.016038     0.000257     0.079701
  3130      12922.82       0.000000     0.017409     0.000303     0.093911
  3131      12929.10       0.000000     0.019539     0.000382     0.118291
  3132      12935.06       0.000000     0.020693     0.000428     0.132686
  3133      12941.22       0.000000     0.018611     0.000346     0.107321
  3134      12947.61       0.000000     0.016954     0.000287     0.089062
  3135      12954.03       0.000000     0.017655     0.000312     0.096585
  3136      12960.37       0.000000     0.017824     0.000318     0.098442
  3137      12966.71       0.000000     0.017052     0.000291     0.090098
  3138      12973.15       0.000000     0.017115     0.000293     0.090765
  3139      12979.51       0.000000     0.017744     0.000315     0.097563
  3140      12985.83       0.000000     0.018379     0.000338     0.104661
  3141      12992.30       0.000000     0.019872     0.000395     0.122361
  3142      12998.43       0.000000     0.021138     0.000447     0.138449
  3143      13004.49       0.000000     0.021557     0.000465     0.143991
  3144      13011.07       0.000000     0.020761     0.000431     0.133559
  3145      13017.25       0.000000     0.022616     0.000511     0.158485
  3146      13023.30       0.000000     0.021585     0.000466     0.144373
  3147      13029.86       0.000000     0.021615     0.000467     0.144769
  3148      13036.14       0.000000     0.022768     0.000518     0.160627
  3149      13042.43       0.000000     0.026107     0.000682     0.211187
  3150      13048.28       0.000000     0.028122     0.000791     0.245051
  3151      13054.06       0.000000     0.022746     0.000517     0.160322
  3152      13060.70       0.000000     0.019909     0.000396     0.122818
  3153      13067.02       0.000000     0.019251     0.000371     0.114837
  3154      13073.54       0.000000     0.018634     0.000347     0.107592
  3155      13079.41       0.000000     0.018182     0.000331     0.102430
  3156      13086.08       0.000000     0.015975     0.000255     0.079073
  3157      13092.45       0.000000     0.016459     0.000271     0.083944
  3158      13098.87       0.000000     0.014727     0.000217     0.067205
  3159      13105.37       0.000000     0.014720     0.000217     0.067137
  3160      13111.92       0.000000     0.014968     0.000224     0.069417
  3161      13118.40       0.000000     0.015586     0.000243     0.075274
  3162      13124.70       0.000000     0.016990     0.000289     0.089445
  3163      13130.74       0.000000     0.016472     0.000271     0.084071
  3164      13137.32       0.000000     0.015921     0.000253     0.078539
  3165      13143.80       0.000000     0.016008     0.000256     0.079404
  3166      13150.26       0.000000     0.016392     0.000269     0.083259
  3167      13156.71       0.000000     0.016730     0.000280     0.086730
  3168      13163.21       0.000000     0.017799     0.000317     0.098167
  3169      13170.00       0.000000     0.021412     0.000458     0.142068
  3170      13176.42       0.000000     0.029253     0.000856     0.265158
  3171      13181.89       0.000000     0.038694     0.001497     0.463917
  3172      13187.72       0.000000     0.042731     0.001826     0.565792
  3173      13192.84       0.000000     0.036752     0.001351     0.418530
  3174      13199.20       0.000000     0.023112     0.000534     0.165518
  3175      13205.83       0.000000     0.019943     0.000398     0.123243
